run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1553555,SAMN02952022,G3817,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,36933115;37699820,111925372,554086,G3817_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553555/SRR1553555_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553555/SRR1553555_2.fastq.gz']","37 MB, 38 MB files; 0.6 million reads; 111.9 million sequenced bases"
SRR1735006,SAMN03254224,G5749.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,155997040;153939239,606366428,3001814,G5749.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735006/SRR1735006_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735006/SRR1735006_2.fastq.gz']","156 MB, 154 MB files; 3.0 million reads; 606.4 million sequenced bases"
SRR1553557,SAMN02952023,G3818,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,57469859;59249132,184589620,913810,G3818_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553557/SRR1553557_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553557/SRR1553557_2.fastq.gz']","57 MB, 59 MB files; 0.9 million reads; 184.6 million sequenced bases"
SRR1735007,SAMN03253982,G4485.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,75344500;74861544,288675372,1429086,G4485.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735007/SRR1735007_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735007/SRR1735007_2.fastq.gz']","75 MB, 75 MB files; 1.4 million reads; 288.7 million sequenced bases"
SRR1553558,SAMN02952023,G3818,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,66333122;71266918,206519144,1022372,G3818.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553558/SRR1553558_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553558/SRR1553558_2.fastq.gz']","66 MB, 71 MB files; 1.0 million reads; 206.5 million sequenced bases"
SRR1735009,SAMN03254293,G6068.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,119460924;117092545,452174980,2238490,G6068.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735009/SRR1735009_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735009/SRR1735009_2.fastq.gz']","119 MB, 117 MB files; 2.2 million reads; 452.2 million sequenced bases"
SRR1553559,SAMN02952024,G3819,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,18585283;18269221,54308710,268855,G3819_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553559/SRR1553559_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553559/SRR1553559_2.fastq.gz']","19 MB, 18 MB files; 0.3 million reads; 54.3 million sequenced bases"
SRR1735010,SAMN03253797,G3906.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,62338767;59338647,163269732,808266,G3906.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735010/SRR1735010_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735010/SRR1735010_2.fastq.gz']","62 MB, 59 MB files; 0.8 million reads; 163.3 million sequenced bases"
SRR1553562,SAMN02952025,G3820,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,62352532;67190442,191623462,948631,G3820.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553562/SRR1553562_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553562/SRR1553562_2.fastq.gz']","62 MB, 67 MB files; 0.9 million reads; 191.6 million sequenced bases"
SRR1735013,SAMN03253806,G3910.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,83332065;77729310,233505536,1155968,G3910.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735013/SRR1735013_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735013/SRR1735013_2.fastq.gz']","83 MB, 78 MB files; 1.2 million reads; 233.5 million sequenced bases"
SRR1553563,SAMN02952026,G3821,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,23407412;23173442,68007542,336671,G3821_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553563/SRR1553563_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553563/SRR1553563_2.fastq.gz']","23 MB, 23 MB files; 0.3 million reads; 68.0 million sequenced bases"
SRR1735014,SAMN03254115,G5305.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,68586266;66070657,187478422,928111,G5305.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735014/SRR1735014_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735014/SRR1735014_2.fastq.gz']","69 MB, 66 MB files; 0.9 million reads; 187.5 million sequenced bases"
SRR1553564,SAMN02952026,G3821,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,37916631;38410306,113966582,564191,G3821.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553564/SRR1553564_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553564/SRR1553564_2.fastq.gz']","38 MB, 38 MB files; 0.6 million reads; 114.0 million sequenced bases"
SRR1735016,SAMN03254297,G6094.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,99808725;93203475,286305104,1417352,G6094.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735016/SRR1735016_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735016/SRR1735016_2.fastq.gz']","100 MB, 93 MB files; 1.4 million reads; 286.3 million sequenced bases"
SRR1553566,SAMN02952027,G3822,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,81246304;88613788,256806842,1271321,G3822.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553566/SRR1553566_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553566/SRR1553566_2.fastq.gz']","81 MB, 89 MB files; 1.3 million reads; 256.8 million sequenced bases"
SRR1735017,SAMN03253782,G3884.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,76766699;74468155,200851226,994313,G3884.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735017/SRR1735017_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735017/SRR1735017_2.fastq.gz']","77 MB, 74 MB files; 1.0 million reads; 200.9 million sequenced bases"
SRR1553568,SAMN02952028,G3823,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,108195856;116601615,345290316,1709358,G3823.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553568/SRR1553568_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553568/SRR1553568_2.fastq.gz']","108 MB, 117 MB files; 1.7 million reads; 345.3 million sequenced bases"
SRR1735018,SAMN03254169,G5613.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,165864718;155677291,461723924,2285762,G5613.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735018/SRR1735018_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735018/SRR1735018_2.fastq.gz']","166 MB, 156 MB files; 2.3 million reads; 461.7 million sequenced bases"
SRR1553570,SAMN02952029,G3825.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,81401873;90271569,255074894,1262747,G3825.1.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553570/SRR1553570_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553570/SRR1553570_2.fastq.gz']","81 MB, 90 MB files; 1.3 million reads; 255.1 million sequenced bases"
SRR1735019,SAMN03254273,G5982.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,102144969;98348112,266462240,1319120,G5982.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735019/SRR1735019_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735019/SRR1735019_2.fastq.gz']","102 MB, 98 MB files; 1.3 million reads; 266.5 million sequenced bases"
SRR1735022,SAMN03254045,G4937.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,142533729;135653567,368696460,1825230,G4937.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735022/SRR1735022_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735022/SRR1735022_2.fastq.gz']","143 MB, 136 MB files; 1.8 million reads; 368.7 million sequenced bases"
SRR1553572,SAMN02952030,G3825.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,90226671;99079819,278874938,1380569,G3825.2.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553572/SRR1553572_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553572/SRR1553572_2.fastq.gz']","90 MB, 99 MB files; 1.4 million reads; 278.9 million sequenced bases"
SRR1735027,SAMN03253809,G3911.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,92442595;86226545,262376992,1298896,G3911.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735027/SRR1735027_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735027/SRR1735027_2.fastq.gz']","92 MB, 86 MB files; 1.3 million reads; 262.4 million sequenced bases"
SRR1553573,SAMN02952031,G3826,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,31533215;32894062,94602458,468329,G3826_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553573/SRR1553573_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553573/SRR1553573_2.fastq.gz']","32 MB, 33 MB files; 0.5 million reads; 94.6 million sequenced bases"
SRR1735028,SAMN03254151,G5528.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,113263016;109176974,296306124,1466862,G5528.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735028/SRR1735028_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735028/SRR1735028_2.fastq.gz']","113 MB, 109 MB files; 1.5 million reads; 296.3 million sequenced bases"
SRR1553574,SAMN02952031,G3826,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,33075382;36836382,95640334,473467,G3826.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553574/SRR1553574_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553574/SRR1553574_2.fastq.gz']","33 MB, 37 MB files; 0.5 million reads; 95.6 million sequenced bases"
SRR1735029,SAMN03254063,G4994.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,139280084;139117458,534604918,2646559,G4994.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735029/SRR1735029_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735029/SRR1735029_2.fastq.gz']","139 MB, 139 MB files; 2.6 million reads; 534.6 million sequenced bases"
SRR1735035,SAMN03254088,G5114.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,56565225;56994956,222507242,1101521,G5114.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735035/SRR1735035_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735035/SRR1735035_2.fastq.gz']","57 MB, 57 MB files; 1.1 million reads; 222.5 million sequenced bases"
SRR1553582,SAMN02952035,G3834,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,66899624;65712716,203614182,1007991,G3834.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553582/SRR1553582_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553582/SRR1553582_2.fastq.gz']","67 MB, 66 MB files; 1.0 million reads; 203.6 million sequenced bases"
SRR1735038,SAMN03254002,G4717.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,218954092;217332013,846708048,4191624,G4717.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735038/SRR1735038_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735038/SRR1735038_2.fastq.gz']","219 MB, 217 MB files; 4.2 million reads; 846.7 million sequenced bases"
SRR1553587,SAMN02952038,G3841,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,12722424;13090715,36013772,178286,G3841_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553587/SRR1553587_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553587/SRR1553587_2.fastq.gz']","13 MB, 13 MB files; 0.2 million reads; 36.0 million sequenced bases"
SRR1735039,SAMN03254152,G5529.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,130630102;122217024,369925832,1831316,G5529.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735039/SRR1735039_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735039/SRR1735039_2.fastq.gz']","131 MB, 122 MB files; 1.8 million reads; 369.9 million sequenced bases"
SRR1553588,SAMN02952038,G3841,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,34154970;34323420,98092816,485608,G3841.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553588/SRR1553588_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553588/SRR1553588_2.fastq.gz']","34 MB, 34 MB files; 0.5 million reads; 98.1 million sequenced bases"
SRR1735042,SAMN03254001,G4715.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,129233333;128362399,491313894,2432247,G4715.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735042/SRR1735042_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735042/SRR1735042_2.fastq.gz']","129 MB, 128 MB files; 2.4 million reads; 491.3 million sequenced bases"
SRR1553590,SAMN02952039,G3845,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,88567225;92076329,273974822,1356311,G3845.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553590/SRR1553590_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553590/SRR1553590_2.fastq.gz']","89 MB, 92 MB files; 1.4 million reads; 274.0 million sequenced bases"
SRR1735044,SAMN03253790,G3893.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,87012275;81607060,242565236,1200818,G3893.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735044/SRR1735044_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735044/SRR1735044_2.fastq.gz']","87 MB, 82 MB files; 1.2 million reads; 242.6 million sequenced bases"
SRR1553591,SAMN02952040,G3846,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,50369239;52834496,159412542,789171,G3846_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553591/SRR1553591_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553591/SRR1553591_2.fastq.gz']","50 MB, 53 MB files; 0.8 million reads; 159.4 million sequenced bases"
SRR1735047,SAMN03254275,G5985.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,177146680;177746405,684645266,3389333,G5985.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735047/SRR1735047_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735047/SRR1735047_2.fastq.gz']","177 MB, 178 MB files; 3.4 million reads; 684.6 million sequenced bases"
SRR1553598,SAMN02952043,G3851,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,67852755;66864433,193665682,958741,G3851.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553598/SRR1553598_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553598/SRR1553598_2.fastq.gz']","68 MB, 67 MB files; 1.0 million reads; 193.7 million sequenced bases"
SRR1735048,SAMN03254318,SLKEN0016.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,57030915;55073803,157506874,779737,SLKEN0016.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735048/SRR1735048_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735048/SRR1735048_2.fastq.gz']","57 MB, 55 MB files; 0.8 million reads; 157.5 million sequenced bases"
SRR1553599,SAMN02952044,G3856.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,50094326;54841129,157786644,781122,G3856.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553599/SRR1553599_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553599/SRR1553599_2.fastq.gz']","50 MB, 55 MB files; 0.8 million reads; 157.8 million sequenced bases"
SRR1735049,SAMN03254017,G4753.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,184293110;183196397,724146568,3584884,G4753.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735049/SRR1735049_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735049/SRR1735049_2.fastq.gz']","184 MB, 183 MB files; 3.6 million reads; 724.1 million sequenced bases"
