run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1735242,SAMN03254098,G5223.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,156883304;147724223,430164252,2129526,G5223.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735242/SRR1735242_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735242/SRR1735242_2.fastq.gz']","157 MB, 148 MB files; 2.1 million reads; 430.2 million sequenced bases"
SRR1735245,SAMN03254049,G4955.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,91197568;90534222,344301930,1704465,G4955.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735245/SRR1735245_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735245/SRR1735245_2.fastq.gz']","91 MB, 91 MB files; 1.7 million reads; 344.3 million sequenced bases"
SRR1735247,SAMN03254010,G4731.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,152766934;152872619,595575184,2948392,G4731.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735247/SRR1735247_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735247/SRR1735247_2.fastq.gz']","153 MB, 153 MB files; 2.9 million reads; 595.6 million sequenced bases"
SRR1735248,SAMN03254185,G5639.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,14876453;14787443,41212646,204023,G5639.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735248/SRR1735248_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735248/SRR1735248_2.fastq.gz']","15 MB, 15 MB files; 0.2 million reads; 41.2 million sequenced bases"
SRR1735254,SAMN03254015,G4750.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,105373991;106441196,404397334,2001967,G4750.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735254/SRR1735254_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735254/SRR1735254_2.fastq.gz']","105 MB, 106 MB files; 2.0 million reads; 404.4 million sequenced bases"
SRR1735259,SAMN03254261,G5897.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,105898100;98881675,293493274,1452937,G5897.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735259/SRR1735259_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735259/SRR1735259_2.fastq.gz']","106 MB, 99 MB files; 1.5 million reads; 293.5 million sequenced bases"
SRR1735260,SAMN03254036,G4876.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,162339973;160625801,631377058,3125629,G4876.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735260/SRR1735260_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735260/SRR1735260_2.fastq.gz']","162 MB, 161 MB files; 3.1 million reads; 631.4 million sequenced bases"
SRR1972605,SAMN03253753,G3797.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,34821630;32953206,93012516,460458,G3797.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972605/SRR1972605_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972605/SRR1972605_2.fastq.gz']","35 MB, 33 MB files; 0.5 million reads; 93.0 million sequenced bases"
SRR1972607,SAMN03253756,G3808.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,37464772;34588650,106607924,527762,G3808.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972607/SRR1972607_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972607/SRR1972607_2.fastq.gz']","37 MB, 35 MB files; 0.5 million reads; 106.6 million sequenced bases"
SRR1972611,SAMN03253764,G3821.5,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,14706459;13355927,42589478,210839,G3821.5.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972611/SRR1972611_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972611/SRR1972611_2.fastq.gz']","15 MB, 13 MB files; 0.2 million reads; 42.6 million sequenced bases"
SRR1972619,SAMN03253775,G3875.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,55473107;51865825,151922786,752093,G3875.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972619/SRR1972619_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972619/SRR1972619_2.fastq.gz']","55 MB, 52 MB files; 0.8 million reads; 151.9 million sequenced bases"
SRR1972620,SAMN03253776,G3880.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,67766755;64935588,185836970,919985,G3880.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972620/SRR1972620_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972620/SRR1972620_2.fastq.gz']","68 MB, 65 MB files; 0.9 million reads; 185.8 million sequenced bases"
SRR1972621,SAMN03253777,G3881.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,40818746;37095146,106385926,526663,G3881.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972621/SRR1972621_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972621/SRR1972621_2.fastq.gz']","41 MB, 37 MB files; 0.5 million reads; 106.4 million sequenced bases"
SRR1972630,SAMN03253795,G3900.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,47428130;42705926,137779352,682076,G3900.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972630/SRR1972630_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972630/SRR1972630_2.fastq.gz']","47 MB, 43 MB files; 0.7 million reads; 137.8 million sequenced bases"
SRR1972634,SAMN03253802,G3907.4,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,72155435;62583954,186407014,922807,G3907.4.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972634/SRR1972634_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972634/SRR1972634_2.fastq.gz']","72 MB, 63 MB files; 0.9 million reads; 186.4 million sequenced bases"
SRR1972635,SAMN03253805,G3909.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,31637949;29615876,85322780,422390,G3909.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972635/SRR1972635_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972635/SRR1972635_2.fastq.gz']","32 MB, 30 MB files; 0.4 million reads; 85.3 million sequenced bases"
SRR1972637,SAMN03253808,G3910.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,22655714;19936044,61883508,306354,G3910.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972637/SRR1972637_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972637/SRR1972637_2.fastq.gz']","23 MB, 20 MB files; 0.3 million reads; 61.9 million sequenced bases"
SRR1972639,SAMN03253811,G3911.5,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,17421744;15354959,52042270,257635,G3911.5.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972639/SRR1972639_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972639/SRR1972639_2.fastq.gz']","17 MB, 15 MB files; 0.3 million reads; 52.0 million sequenced bases"
SRR1972642,SAMN03253815,G3915.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,36216239;34891834,102547724,507662,G3915.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972642/SRR1972642_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972642/SRR1972642_2.fastq.gz']","36 MB, 35 MB files; 0.5 million reads; 102.5 million sequenced bases"
SRR1972645,SAMN03253818,G3934.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,33061036;32222134,91456712,452756,G3934.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972645/SRR1972645_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972645/SRR1972645_2.fastq.gz']","33 MB, 32 MB files; 0.5 million reads; 91.5 million sequenced bases"
SRR1972649,SAMN03253824,G3938.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,72558591;69084694,195830718,969459,G3938.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972649/SRR1972649_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972649/SRR1972649_2.fastq.gz']","73 MB, 69 MB files; 1.0 million reads; 195.8 million sequenced bases"
SRR1972653,SAMN03253831,G3951.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,65457462;61841736,178420338,883269,G3951.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972653/SRR1972653_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972653/SRR1972653_2.fastq.gz']","65 MB, 62 MB files; 0.9 million reads; 178.4 million sequenced bases"
SRR1972654,SAMN03253832,G3952.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,37392639;33079868,94473582,467691,G3952.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972654/SRR1972654_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972654/SRR1972654_2.fastq.gz']","37 MB, 33 MB files; 0.5 million reads; 94.5 million sequenced bases"
SRR1972655,SAMN03253833,G3952.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,89352328;85389882,241070234,1193417,G3952.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972655/SRR1972655_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972655/SRR1972655_2.fastq.gz']","89 MB, 85 MB files; 1.2 million reads; 241.1 million sequenced bases"
SRR1972656,SAMN03253834,G3953.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,35068536;32268813,95766382,474091,G3953.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972656/SRR1972656_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972656/SRR1972656_2.fastq.gz']","35 MB, 32 MB files; 0.5 million reads; 95.8 million sequenced bases"
SRR1972657,SAMN03253835,G3958.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,31026555;29331373,90473174,447887,G3958.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972657/SRR1972657_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972657/SRR1972657_2.fastq.gz']","31 MB, 29 MB files; 0.4 million reads; 90.5 million sequenced bases"
SRR1972659,SAMN03253837,G3958.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,64071796;60535734,175419224,868412,G3958.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972659/SRR1972659_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972659/SRR1972659_2.fastq.gz']","64 MB, 61 MB files; 0.9 million reads; 175.4 million sequenced bases"
SRR1972660,SAMN03253838,G3962.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,14370166;14390712,40118412,198606,G3962.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972660/SRR1972660_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972660/SRR1972660_2.fastq.gz']","14 MB, 14 MB files; 0.2 million reads; 40.1 million sequenced bases"
SRR1972662,SAMN03253840,G3962.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,73535876;70236218,202926574,1004587,G3962.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972662/SRR1972662_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972662/SRR1972662_2.fastq.gz']","74 MB, 70 MB files; 1.0 million reads; 202.9 million sequenced bases"
SRR1972663,SAMN03253841,G3966.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,54835650;48093652,154787146,766273,G3966.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972663/SRR1972663_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972663/SRR1972663_2.fastq.gz']","55 MB, 48 MB files; 0.8 million reads; 154.8 million sequenced bases"
SRR1972664,SAMN03253842,G3972.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,11510146;11675453,31836614,157607,G3972.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972664/SRR1972664_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972664/SRR1972664_2.fastq.gz']","12 MB, 12 MB files; 0.2 million reads; 31.8 million sequenced bases"
SRR1972666,SAMN03253844,G3974.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,53980281;49113513,150553226,745313,G3974.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972666/SRR1972666_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972666/SRR1972666_2.fastq.gz']","54 MB, 49 MB files; 0.7 million reads; 150.6 million sequenced bases"
SRR1972667,SAMN03253845,G3984.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,35250321;33485318,99225632,491216,G3984.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972667/SRR1972667_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972667/SRR1972667_2.fastq.gz']","35 MB, 33 MB files; 0.5 million reads; 99.2 million sequenced bases"
SRR1972670,SAMN03253848,G3997.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,47378558;44923467,128949730,638365,G3997.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972670/SRR1972670_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972670/SRR1972670_2.fastq.gz']","47 MB, 45 MB files; 0.6 million reads; 128.9 million sequenced bases"
SRR1972674,SAMN03253852,G4010.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,78388841;74855781,217605308,1077254,G4010.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972674/SRR1972674_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972674/SRR1972674_2.fastq.gz']","78 MB, 75 MB files; 1.1 million reads; 217.6 million sequenced bases"
SRR1972677,SAMN03253855,G4024.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,26221132;23841187,72613344,359472,G4024.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972677/SRR1972677_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972677/SRR1972677_2.fastq.gz']","26 MB, 24 MB files; 0.4 million reads; 72.6 million sequenced bases"
SRR1972678,SAMN03253856,G4028.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,7820007;6829800,19727118,97659,G4028.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972678/SRR1972678_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972678/SRR1972678_2.fastq.gz']","8 MB, 7 MB files; 0.1 million reads; 19.7 million sequenced bases"
SRR1972681,SAMN03253859,G4033.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,55014086;52651810,151074588,747894,G4033.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972681/SRR1972681_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972681/SRR1972681_2.fastq.gz']","55 MB, 53 MB files; 0.7 million reads; 151.1 million sequenced bases"
SRR1972683,SAMN03253861,G4034.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,9806194;8485660,28338580,140290,G4034.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972683/SRR1972683_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972683/SRR1972683_2.fastq.gz']","10 MB, 8 MB files; 0.1 million reads; 28.3 million sequenced bases"
SRR1972688,SAMN03253866,G4086.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,78230876;74694493,214282812,1060806,G4086.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972688/SRR1972688_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972688/SRR1972688_2.fastq.gz']","78 MB, 75 MB files; 1.1 million reads; 214.3 million sequenced bases"
SRR1972689,SAMN03253867,G4086.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,59573484;56159881,162992992,806896,G4086.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972689/SRR1972689_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972689/SRR1972689_2.fastq.gz']","60 MB, 56 MB files; 0.8 million reads; 163.0 million sequenced bases"
SRR1972694,SAMN03253872,G4088.4,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,53599580;51747814,151158822,748311,G4088.4.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972694/SRR1972694_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972694/SRR1972694_2.fastq.gz']","54 MB, 52 MB files; 0.7 million reads; 151.2 million sequenced bases"
